verse	form	lemma	gold_pos	gold_case_num_gender	ledger_class	kosha_analyses	candidate_class	proposed_action	evidence	decision
7.27	saṁmoham	saṁ-moha	nominal	acc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁmoham	
7.28	dvaṁdva-moha-nirmuktāḥ	dvaṁdva-moha-nirmukta	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: nirmuktāḥ	
7.29	jarā-maraṇa-mokṣāya	jarā-maraṇa-mokṣa	nominal	dat/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mokṣāya	
7.30	yukta-cetasaḥ	yukta-cetas	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: cetasaḥ	
8.03	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
8.03	bhūta-bhāvodbhava-karaḥ	bhūta-bhāva-udbhava-kara	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karaḥ	
8.03	karma-saṁjñitaḥ	karma-saṁjñita	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁjñitaḥ	
8.05	smaran	smarant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.06	smaran	smarant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.06	tad-bhāva-bhāvitaḥ	tad-bhāva-bhāvita	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhāvitaḥ	
8.07	arpita-mano-buddhiḥ	arpita-mano-buddhi	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: buddhiḥ	
8.08	abhyāsa-yoga-yuktena	abhyāsa-yoga-yukta	nominal	instr/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yuktena	
8.08	anucintayan	anu-cintayant	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: anucintayan	
8.09	aṇīyāṁsam	aṇīyas	nominal	acc/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
8.10	bhruvoḥ	bhrū	nominal	gen/du/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.11	icchantaḥ	icchant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.12	sarva-dvārāṇi	sarva-dvāra	nominal	acc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: dvārāṇi	
8.13	vyāharan	vy-ā-harant	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: vyāharan	
8.13	anusmaran	anusmarant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.13	tyajan	tyajant	participle	nom/sg/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.15	duḥkhālayam	duḥkha-ālaya	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: duḥkhālayam	
8.15	mahātmānaḥ	mahā-ātman	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mahātmānaḥ	
8.16	ā-brahma-bhuvanāt	ā-brahma-bhuvana	nominal	abl/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhuvanāt	
8.17	sahasra-yuga-paryantam	sahasra-yuga-paryanta	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: paryantam	
8.17	ahaḥ	ahar	nominal	acc/sg/n	DIVERGE	nom.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: aha)	
8.17	yuga-sahasrāntām	yuga-sahasra-antā	nominal	acc/sg/f	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: sahasrāntām	
8.17	aho-rātra-vidaḥ	aho-rātra-vit	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vidaḥ	
8.18	avyakta-saṁjñake	avyakta-saṁjñaka	nominal	loc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁjñake	
8.20	naśyatsu	naśyant	participle	loc/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
8.27	jānan	jānant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
9.01	guhyatamam	guhyatama	nominal	acc/sg/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.01	vijñāna-sahitam	vijñāna-sahita	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sahitam	
9.03	mṛtyu-saṁsāra-vartmani	mṛtyu-saṁsāra-vartman	nominal	loc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vartmani	
9.04	jagat	jagat	nominal	gen/sg/n	DIVERGE	acc.sg.n;nom.sg.f;nom.sg.m;nom.sg.n;voc.sg.f;voc.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
9.04	mat-sthāni	mat-stha	nominal	nom/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthāni	
9.05	mat-sthāni	mat-stha	nominal	nom/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthāni	
9.05	bhūta-sthaḥ	bhūta-stha	nominal	acc/sg/m	DIVERGE	nom.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
9.06	ākāśa-sthitaḥ	ākāśa-sthita	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthitaḥ	
9.06	mahān	mahant	nominal	nom/sg/m	DIVERGE	acc.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: maha)	
9.06	mat-sthāni	mat-stha	nominal	nom/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthāni	
9.07	māmikām	māmikā	nominal	acc/sg/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.11	ajānantah	a-jānant	participle	nom/pl/m	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	ASCII h typed for visarga ḥ	
9.13	mahātmānaḥ	mahā-ātman	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mahātmānaḥ	
9.14	kīrtayantaḥ	kīrtayant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.14	yatantaḥ	yatant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.14	namasyantaḥ	namasyant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.15	yajantaḥ	yajant	participle	nom/pl/	DIVERGE	nom.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: yajanta)	
9.16	mantrah	mantra	nominal	nom/sg/m	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	ASCII h typed for visarga ḥ	
9.19	asat	a-sant	participle	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: asat	
9.20	divi	div	nominal	loc/sg/f	DIVERGE	voc.sg.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: divI)	
9.21	gatāgataṁ	gata-āgata	nominal	acc/sg/n	GAP		G0_sandhi_surface	none: gold form is a sandhied surface; the pausa form carries the gold cell in kosha	pausa form: gatāgatam	
9.22	cintayantaḥ	cintayant	nominal	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.22	nityābhiyuktānām	nitya-abhi-yukta	nominal	gen/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: nityābhiyuktānām	
9.23	anya-devatā-bhaktāḥ	anya-devatā-bhakta	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhaktāḥ	
9.25	mad-yājinaḥ	mad-yājin	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yājinaḥ	
9.26	patram	patra	nominal	acc/sg/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
9.26	bhakty-upahṛtam	bhakty-upahṛta	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: upahṛtam	
9.27	mad-arpaṇam	mad-arpaṇa	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: arpaṇam	
9.28	saṁnyāsa-yoga-yuktātmā	saṁnyāsa-yoga-yukta-ātman	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yuktātmā	
9.30	ananya-bhāk	an-anya-bhaj	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhāk	
9.32	striyaḥ	strī	nominal	nom/pl/f	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 24	
9.34	man-manāḥ	man-manas	nominal	nom/sg/m	DIVERGE	nom.pl.m;voc.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: undetermined — compound lemma keyed differently in kosha (manmana)	
9.34	mad-yājī	mad-yājin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yājī	
9.34	mat-parāyaṇaḥ	mat-parāyaṇa	nominal	nom/pl/m	DIVERGE	nom.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
10.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
10.01	prīyamāṇāya	prīyamāṇa	participle	dat/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.03	sarva-pāpaiḥ	sarva-pāpa	nominal	instr/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pāpaiḥ	
10.06	sapta	sapta	nominal	nom/pl/m	DIVERGE	voc.sg.m;voc.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
10.06	catvāraḥ	catur	nominal	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.07	avikampena	a-vikampa	nominal	instr/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: avikampena	
10.09	mad-gata-prāṇāḥ	mad-gata-prāṇa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prāṇāḥ	
10.09	bodhayantaḥ	bodhayant	nominal	nom/pl/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.09	kathayantaḥ	kathayant	nominal	nom/pl/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.10	bhajatām	bhajant	participle	gen/pl/	DIVERGE	None.du.None;None.sg.None	D1_kosha_null_cells	kosha: existing row has NULL case/gender — fill the cell or flag disputed=1		
10.11	ajñāna-jam	ajñāna-ja	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: jam	
10.11	ātma-bhāva-sthaḥ	ātma-bhāva-stha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthaḥ	
10.16	ātma-vibhūtayaḥ	ātma-vibhūti	nominal	nom/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vibhūtayaḥ	
10.17	paricintayan	pari-cintayant	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: paricintayan	
10.18	śṛṇvataḥ	śṛṇvant	participle	gen/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.19	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
10.19	ātma-vibhūtayaḥ	ātma-vibhūti	nominal	nom/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vibhūtayaḥ	
10.20	sarva-bhūtāśaya-sthitaḥ	sarva-bhūta-āśaya-sthitaḥ	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthitaḥ	
10.23	yakṣa-rakṣasām	yakṣa-rakṣas	nominal	gen/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: rakṣasām	
10.24	bṛhaspatim	bṛhas-pati	nominal	nom/sg/m	DIVERGE	acc.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
10.24	senānīnām	senānin	nominal	gen/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.26	sarva-vṛkṣāṇām	sarva-vṛkṣa	nominal	gen/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vṛkṣāṇām	
10.29	aryamā	arya-man	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: aryamā	
10.29	saṁyamatām	saṁyamant	participle	gen/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.30	kalayatām	kalayant	participle	gen/pl/m	DIVERGE	None.du.None;None.sg.None	D1_kosha_null_cells	kosha: existing row has NULL case/gender — fill the cell or flag disputed=1		
10.31	pavatām	pavant	participle	gen/pl/m	DIVERGE	None.du.None;None.sg.None	D1_kosha_null_cells	kosha: existing row has NULL case/gender — fill the cell or flag disputed=1		
10.32	pravadatām	pravadant	participle	gen/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.33	viśvato-mukhaḥ	viśvato-mukha	nominal	acc/sg/m	DIVERGE	nom.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
10.34	bhaviṣyatām	bhaviṣyant	participle	gen/pl/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.34	śrīḥ	śrī	nominal	nom/sg/f	DIVERGE	acc.pl.f	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
10.36	chalayatām	chalayant	participle	gen/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.38	damayatām	damayant	participle	gen/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.38	jigīṣatām	jigīṣant	participle	gen/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
10.41	tejo-‘ṁśa-saṁbhavam	tejaḥ-aṁśa-saṁbhava	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁbhavam	
11.01	mad-anugrahāya	mad-anugraha	nominal	dat/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: anugrahāya	
11.01	adhyātma-saṁjñitam	adhy-ātma-saṁjñita	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁjñitam	
11.02	bhavāpyayau	bhava-apyaya	nominal	nom/du/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: bhavāpyayau	
11.02	kamala-patrākṣa	kamala-patra-akṣa	nominal	voc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: patrākṣa	
11.05	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
11.10	aneka-vaktra-nayanam	aneka-vaktra-nayana	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: nayanam	
11.10	anekādbhuta-darśanam	aneka-adbhuta-darśana	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: darśanam	
11.10	aneka-divyābharaṇam	aneka-divya-ābharaṇa	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: divyābharaṇam	
11.10	divyānekodyatāyudham	divya-aneka-udyata-āyudha	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: divyānekodyatāyudham	
11.11	divya-mālyāmbara-dharam	divya-mālya-ambara-dhara	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: dharam	
11.11	divya-gandhānulepanam	divya-gandha-anulepana	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: gandhānulepanam	
11.12	divi	div	nominal	loc/sg/f	DIVERGE	voc.sg.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: divI)	
11.15	bhūta-viśeṣa-saṁghān	bhūta-viśeṣa-saṁgha	nominal	acc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁghān	
11.16	aneka-bāhūdara-vaktra-netram	an-eka-bāhu-udara-vaktra-netra	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: netram	
11.17	dīptānalārka-dyutim	dīpta-anala-arka-dyuti	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: dyutim	
11.18	śāśvata-dharma-goptā	śāśvata-dharma-goptṛ	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: goptā	
11.19	ananta-bāhum	ananta-bāhu	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bāhum	
11.19	śaśi-sūrya-netram	śaśi-sūrya-netra	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: netram	
11.19	dīpta-hutāśa-vaktram	dīpta-hutāśa-vaktra	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vaktram	
11.19	tapantam	tapant	participle	acc/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
11.21	sura-saṁghāḥ	sura-saṁgha	nominal	acc/pl/m	DIVERGE	nom.pl.m;voc.pl.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
11.21	maha-rṣi-siddha-saṁghāḥ	maha-rṣi-siddha-saṁgha	nominal	acc/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁghāḥ	
11.22	rudrādityāḥ	rudra-āditya	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: rudrādityāḥ	
11.22	uṣma-pāḥ	uṣma-pa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pāḥ	
11.22	gandharva-yakṣāsura-siddha-saṁghāḥ	gandharva-yakṣa-asura-siddha-saṁgha	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁghāḥ	
11.23	mahat	mahant	nominal	acc/sg/n	DIVERGE	nom.sg.f;voc.sg.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: mahat)	
11.23	bahu-vaktra-netram	bahu-vaktra-netra	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: netram	
11.23	bahu-bāhūru-pādam	bahu-bāhu-ūru-pāda	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pādam	
11.23	bahūdaram	bahu-udara	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: bahūdaram	
11.23	bahu-daṁṣṭrā-karālam	bahu-daṁṣṭrā-karāla	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karālam	
11.24	nabhaḥ-spṛśam	nabhaḥ-spṛśa	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: spṛśam	
11.24	dīpta-viśāla-netram	dīpta-viśāla-netra	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: netram	
11.24	pravyathitāntarātmā	pravyathita-antar-ātman	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: pravyathitāntarātmā	
11.25	kālānala-saṁnibhāni	kāla-anala-saṁnibha	nominal	acc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁnibhāni	
11.26	avani-pāla-saṁghaiḥ	avani-pāla-saṁgha	nominal	instr/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁghaiḥ	
11.26	sūta-putraḥ	sūta-putra	nominal	nom/pl/m	DIVERGE	nom.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
